mode,beta_guilt,beta_loyalty,agent_id,episode_idx,outcome,rescued,n_memories
seed_refresh_capped,0.05,0.2,35,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.2,35,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.2,35,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.2,35,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.2,35,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.2,35,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.2,36,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.2,36,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.2,36,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.2,36,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.2,36,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.2,36,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.2,36,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.2,36,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.2,36,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.2,36,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.2,37,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.2,37,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.2,37,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.2,37,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.2,37,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.2,37,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.2,37,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.2,37,7,PARTNER_DEAD,0,9
seed_refresh_capped,0.05,0.2,37,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.2,37,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.2,38,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.2,38,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.2,38,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.2,38,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.2,38,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.2,38,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.2,38,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.2,38,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.2,38,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.2,38,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.2,39,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.2,39,1,PARTNER_RESCUED,1,3
seed_refresh_capped,0.05,0.2,39,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.2,39,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.2,39,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.2,39,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.2,39,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.2,39,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.2,39,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.2,39,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,0,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,0,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,0,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,0,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,0,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,0,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,0,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,0,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,0,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,0,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,1,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,1,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,1,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,1,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,1,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,1,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,1,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,1,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,1,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,1,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,2,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,2,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,2,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,2,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,2,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,2,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,2,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,2,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,2,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,2,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,3,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,3,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,3,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,3,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,3,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,3,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,3,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,3,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,3,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,3,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,4,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,4,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,4,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,4,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,4,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,4,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,4,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,4,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,4,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,4,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,5,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,5,1,PARTNER_DEAD,0,3
seed_refresh_capped,0.05,0.3,5,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,5,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,5,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,5,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,5,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,5,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,5,8,PARTNER_DEAD,0,10
seed_refresh_capped,0.05,0.3,5,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,6,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,6,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,6,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,6,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,6,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,6,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,6,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,6,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,6,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,6,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,7,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,7,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,7,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,7,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,7,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,7,5,PARTNER_DEAD,0,7
seed_refresh_capped,0.05,0.3,7,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,7,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,7,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,7,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,8,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,8,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,8,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,8,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,8,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,8,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,8,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,8,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,8,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,8,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,9,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,9,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,9,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,9,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,9,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,9,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,9,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,9,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,9,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,9,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,10,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,10,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,10,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,10,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,10,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,10,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,10,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,10,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,10,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,10,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,11,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,11,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,11,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,11,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,11,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,11,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,11,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,11,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,11,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,11,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,12,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,12,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,12,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,12,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,12,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,12,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,12,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,12,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,12,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,12,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,13,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,13,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,13,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,13,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,13,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,13,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,13,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,13,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,13,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,13,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,14,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,14,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,14,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,14,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,14,4,RESOURCE_TAKEN,0,6
seed_refresh_capped,0.05,0.3,14,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,14,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,14,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,14,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,14,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,15,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,15,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,15,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,15,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,15,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,15,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,15,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,15,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,15,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,15,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,16,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,16,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,16,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,16,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,16,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,16,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,16,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,16,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,16,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,16,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,17,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,17,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,17,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,17,3,PARTNER_DEAD,0,5
seed_refresh_capped,0.05,0.3,17,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,17,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,17,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,17,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,17,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,17,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,18,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,18,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,18,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,18,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,18,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,18,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,18,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,18,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,18,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,18,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,19,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,19,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,19,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,19,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,19,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,19,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,19,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,19,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,19,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,19,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,20,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,20,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,20,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,20,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,20,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,20,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,20,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,20,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,20,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,20,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,21,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,21,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,21,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,21,3,PARTNER_DEAD,0,5
seed_refresh_capped,0.05,0.3,21,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,21,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,21,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,21,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,21,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,21,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,22,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,22,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,22,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,22,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,22,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,22,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,22,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,22,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,22,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,22,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,23,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,23,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,23,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,23,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,23,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,23,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,23,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,23,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,23,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,23,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,24,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,24,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,24,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,24,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,24,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,24,5,PARTNER_DEAD,0,7
seed_refresh_capped,0.05,0.3,24,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,24,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,24,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,24,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,25,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,25,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,25,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,25,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,25,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,25,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,25,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,25,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,25,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,25,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,26,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,26,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,26,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,26,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,26,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,26,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,26,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,26,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,26,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,26,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,27,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,27,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,27,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,27,3,PARTNER_DEAD,0,5
seed_refresh_capped,0.05,0.3,27,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,27,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,27,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,27,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,27,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,27,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,28,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,28,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,28,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,28,3,PARTNER_DEAD,0,5
seed_refresh_capped,0.05,0.3,28,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,28,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,28,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,28,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,28,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,28,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,29,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,29,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,29,2,PARTNER_RESCUED,1,4
seed_refresh_capped,0.05,0.3,29,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,29,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,29,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,29,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,29,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,29,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,29,9,PARTNER_RESCUED,1,11
seed_refresh_capped,0.05,0.3,30,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,30,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,30,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,30,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,30,4,PARTNER_RESCUED,1,6
seed_refresh_capped,0.05,0.3,30,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,30,6,PARTNER_RESCUED,1,8
seed_refresh_capped,0.05,0.3,30,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,30,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,30,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,31,0,PARTNER_RESCUED,1,2
seed_refresh_capped,0.05,0.3,31,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,31,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,31,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,31,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,31,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,31,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,31,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,31,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,31,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,32,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,32,1,PARTNER_RESCUED,1,3
seed_refresh_capped,0.05,0.3,32,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,32,3,PARTNER_RESCUED,1,5
seed_refresh_capped,0.05,0.3,32,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,32,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,32,6,PARTNER_DEAD,0,8
seed_refresh_capped,0.05,0.3,32,7,PARTNER_RESCUED,1,9
seed_refresh_capped,0.05,0.3,32,8,TIMEOUT,0,10
seed_refresh_capped,0.05,0.3,32,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,33,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,33,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,33,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,33,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,33,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,33,5,PARTNER_RESCUED,1,7
seed_refresh_capped,0.05,0.3,33,6,TIMEOUT,0,8
seed_refresh_capped,0.05,0.3,33,7,TIMEOUT,0,9
seed_refresh_capped,0.05,0.3,33,8,PARTNER_RESCUED,1,10
seed_refresh_capped,0.05,0.3,33,9,TIMEOUT,0,11
seed_refresh_capped,0.05,0.3,34,0,TIMEOUT,0,2
seed_refresh_capped,0.05,0.3,34,1,TIMEOUT,0,3
seed_refresh_capped,0.05,0.3,34,2,TIMEOUT,0,4
seed_refresh_capped,0.05,0.3,34,3,TIMEOUT,0,5
seed_refresh_capped,0.05,0.3,34,4,TIMEOUT,0,6
seed_refresh_capped,0.05,0.3,34,5,TIMEOUT,0,7
seed_refresh_capped,0.05,0.3,34,6,TIMEOUT,0,8
